customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0168,Male,0,Yes,Yes,28,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,22.69,673.39,No
CUST-0169,Male,0,No,No,54,Yes,Yes,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),112.77,5818.64,No
CUST-0170,Female,0,No,No,37,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,30.87,1218.0,No
CUST-0171,Female,0,Yes,No,9,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,21.44,177.35,Yes
CUST-0172,Male,1,Yes,Yes,56,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.44,3069.85,No
CUST-0173,Male,0,Yes,Yes,59,Yes,No,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),37.46,2387.54,No
CUST-0174,Female,0,No,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,36.42,73.43,No
CUST-0175,Female,0,Yes,Yes,61,No,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),46.78,2978.46,No
CUST-0176,Female,1,No,No,58,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,42.84,2348.2,No
CUST-0177,Male,0,No,Yes,60,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),86.48,4842.47,Yes
CUST-0178,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,36.68,1565.49,Yes
CUST-0179,Male,1,Yes,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,72.31,2529.55,No
CUST-0180,Male,1,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,116.64,4276.87,No
CUST-0181,Male,0,Yes,No,18,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,61.24,998.25,No
CUST-0182,Male,0,Yes,Yes,63,Yes,No,No,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,82.19,5059.79,Yes
CUST-0183,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),114.94,2665.45,No
CUST-0184,Male,0,No,No,11,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),31.76,371.81,No
CUST-0185,Male,1,No,No,58,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),59.86,3609.89,No
CUST-0186,Male,0,No,No,57,Yes,Yes,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),103.02,6097.84,No
CUST-0187,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),111.23,445.48,No
CUST-0188,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,78.12,551.03,Yes
CUST-0189,Male,0,No,No,61,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,32.34,2068.47,No
CUST-0190,Female,0,No,No,54,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),108.15,5544.94,Yes
CUST-0191,Male,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,35.44,2280.52,Yes
CUST-0192,Male,0,No,No,1,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),53.29,58.09,No
CUST-0193,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,55.55,2766.64,Yes
CUST-0194,Male,0,Yes,No,3,Yes,No phone service,No,No,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),62.73,174.62,Yes
CUST-0195,Male,0,No,Yes,38,Yes,Yes,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),97.02,3738.62,No
CUST-0196,Female,0,No,No,1,Yes,No phone service,DSL,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,98.21,102.88,Yes
CUST-0197,Female,0,No,No,38,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),89.97,3444.77,No
CUST-0198,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.21,569.1,No
CUST-0199,Male,0,Yes,No,5,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),74.48,408.0,No
CUST-0200,Male,0,No,No,21,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),92.75,2027.16,No
CUST-0201,Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),62.46,4728.58,No
CUST-0202,Female,0,Yes,Yes,67,Yes,No,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.49,6843.81,No
CUST-0203,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,100.38,4468.68,Yes
CUST-0204,Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Credit card (automatic),81.82,2791.63,No
CUST-0205,Female,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Mailed check,24.24,1543.69,No
CUST-0206,Male,1,No,No,69,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,83.23,5252.31,Yes
CUST-0207,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),109.16,103.16,No
CUST-0208,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,55.94,3829.51,Yes
CUST-0209,Female,0,No,Yes,12,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,101.81,1269.55,No
CUST-0210,Male,0,Yes,No,60,Yes,No,No,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,49.32,3121.38,No
CUST-0211,Male,0,Yes,No,27,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,One year,No,Credit card (automatic),75.01,1840.13,No
CUST-0212,Male,0,No,No,56,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,82.84,4572.22,Yes
CUST-0213,Male,0,No,Yes,23,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.8,1824.29,No
CUST-0214,Male,0,No,No,25,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Mailed check,106.25,2619.7,No
CUST-0215,Male,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,41.46,859.16,No
CUST-0216,Male,1,No,No,61,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),44.24,2697.67,Yes
CUST-0217,Female,0,Yes,No,63,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),88.4,6006.75,No
CUST-0218,Male,1,No,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,35.72,1970.78,No
CUST-0219,Female,0,Yes,No,25,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),64.43,1654.79,No
CUST-0220,Male,0,No,Yes,55,Yes,No,No,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),20.0,1184.79,No
CUST-0221,Male,1,No,No,46,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),32.1,1529.31,No
CUST-0222,Male,0,No,No,32,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.88,2923.41,Yes
CUST-0223,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),92.75,5166.32,Yes
CUST-0224,Female,0,Yes,Yes,5,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),29.53,148.39,No
CUST-0225,Female,0,No,Yes,36,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,40.77,1533.5,Yes
CUST-0226,Female,1,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),27.89,1235.33,No
CUST-0227,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,61.34,3693.18,No
CUST-0228,Female,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,30.61,1297.53,Yes
CUST-0229,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,No,Mailed check,61.73,3926.65,No
CUST-0230,Male,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,91.21,744.84,Yes
CUST-0231,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),86.34,505.39,Yes
CUST-0232,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,46.05,1711.54,No
CUST-0233,Female,0,Yes,No,39,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),85.38,3635.24,Yes
CUST-0234,Female,0,No,No,22,No,No,No,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,110.77,2373.66,Yes
CUST-0235,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.75,2310.33,No
CUST-0236,Female,1,No,No,5,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),50.91,273.07,No
CUST-0237,Female,0,Yes,No,42,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),75.14,2918.11,Yes
CUST-0238,Female,0,Yes,Yes,67,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),42.55,3048.01,No
CUST-0239,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),83.16,2407.11,Yes
CUST-0240,Female,0,Yes,Yes,57,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,101.23,5877.71,Yes
CUST-0241,Female,0,No,No,29,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),63.93,1868.42,No
CUST-0242,Male,0,No,Yes,37,Yes,No,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,85.95,3283.86,No
CUST-0243,Female,0,No,No,13,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),83.19,1133.48,Yes
CUST-0244,Male,0,No,No,32,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,21.87,691.57,No
CUST-0245,Male,0,No,No,46,No,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),36.34,1801.46,No
CUST-0246,Female,1,No,No,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,107.35,2621.88,No
CUST-0247,Male,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.89,5322.47,No
CUST-0248,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),96.04,1619.05,Yes
CUST-0249,Male,1,Yes,No,66,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,110.12,6595.74,Yes
CUST-0250,Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,48.61,291.21,No
CUST-0251,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,42.77,831.21,No
CUST-0252,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,56.43,1164.6,Yes
CUST-0253,Female,0,Yes,No,33,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),23.53,851.44,Yes
CUST-0254,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.99,3152.45,Yes
CUST-0255,Male,0,No,No,32,Yes,No,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,116.42,3881.78,Yes
CUST-0256,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,100.4,4366.21,No
CUST-0257,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),73.5,747.79,Yes
CUST-0258,Female,0,No,No,36,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),47.53,1786.6,Yes
CUST-0259,Female,1,Yes,No,34,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),37.77,1264.12,No
CUST-0260,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Mailed check,54.41,1628.69,No
CUST-0261,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),84.7,968.29,No
CUST-0262,Female,0,No,No,39,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,62.71,2578.37,Yes
CUST-0263,Male,0,Yes,No,47,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,111.41,5542.58,No
CUST-0264,Male,0,No,No,19,Yes,Yes,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,103.42,1804.67,Yes
CUST-0265,Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,28.24,385.95,No
CUST-0266,Female,0,No,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),31.15,924.7,No
CUST-0267,Female,0,No,No,24,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.62,1955.99,No
CUST-0268,Female,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),41.08,375.78,Yes
CUST-0269,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,97.1,4512.32,No
CUST-0270,Male,0,No,No,33,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,77.14,2302.28,No
CUST-0271,Female,0,Yes,Yes,62,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),40.98,2307.15,No
CUST-0272,Female,1,Yes,No,19,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),65.87,1333.41,No
CUST-0273,Female,0,No,No,67,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,58.61,4011.44,No
CUST-0274,Female,0,Yes,No,40,No,No,DSL,No,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),105.32,4232.89,No
CUST-0275,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,21.22,1085.97,No
CUST-0276,Female,0,No,No,65,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No,Two year,No,Mailed check,107.58,6535.54,No
CUST-0277,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,83.21,2296.28,Yes
CUST-0278,Female,0,No,No,50,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),91.75,4823.06,No
CUST-0279,Male,0,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,18.26,250.45,No
CUST-0280,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,80.82,79.28,No
CUST-0281,Female,0,No,Yes,34,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.85,2848.57,Yes
CUST-0282,Female,0,Yes,No,48,Yes,No phone service,No,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),71.72,3744.3,No
CUST-0283,Female,0,Yes,No,48,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),96.59,4184.2,No
CUST-0284,Male,0,No,Yes,49,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),73.59,3369.6,Yes
CUST-0285,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),103.71,7062.53,No
CUST-0286,Male,1,No,Yes,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),41.26,,No
CUST-0287,Male,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.6,2628.05,Yes
CUST-0288,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,No,Mailed check,35.93,1481.14,No
CUST-0289,Male,0,No,No,26,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.31,2558.61,No
CUST-0290,Female,1,No,Yes,17,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),112.05,1901.96,Yes
CUST-0291,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,51.57,3431.8,No
CUST-0292,Male,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),70.99,952.57,No
CUST-0293,Male,0,Yes,Yes,69,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),83.83,5843.55,No
CUST-0294,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,25.95,635.12,No
CUST-0295,Female,0,No,Yes,49,No,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),67.41,3197.61,No
CUST-0296,Female,1,No,Yes,67,Yes,No,DSL,No,No,No,No internet service,No,No,One year,No,Credit card (automatic),54.06,3692.2,No
CUST-0297,Female,1,No,Yes,7,Yes,Yes,No,Yes,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,105.25,799.35,No
CUST-0298,Male,0,No,Yes,58,Yes,No,DSL,No,No internet service,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),105.67,6644.15,No
CUST-0299,Male,0,No,Yes,49,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.08,4132.84,Yes
CUST-0300,Female,1,Yes,No,53,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,One year,No,Bank transfer (automatic),83.57,4637.93,No
CUST-0301,Male,0,No,No,65,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),91.37,6266.31,No
CUST-0302,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),54.6,3594.29,No
CUST-0303,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),58.45,1007.71,No
CUST-0304,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,73.37,2846.05,Yes
CUST-0305,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,111.8,2941.28,No
CUST-0306,Male,0,Yes,No,3,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,90.4,249.86,Yes
CUST-0307,Female,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,73.1,1957.46,Yes
CUST-0308,Female,1,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.04,3105.53,Yes
CUST-0309,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,55.09,1570.85,No
CUST-0310,Female,0,No,No,16,Yes,No,DSL,Yes,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,91.05,1381.79,No
CUST-0311,Female,1,Yes,No,25,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Two year,No,Mailed check,59.07,1519.82,No
CUST-0312,Male,0,Yes,No,54,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,One year,No,Mailed check,45.97,2384.9,No
CUST-0313,Female,0,Yes,No,28,No,No phone service,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,78.97,2387.49,No
CUST-0314,Male,1,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),86.69,4945.44,No
CUST-0315,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),63.93,3912.34,No
CUST-0316,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Mailed check,74.55,2911.14,Yes
CUST-0317,Male,0,No,Yes,51,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),87.41,4397.71,Yes
CUST-0318,Male,0,No,No,71,No,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,No,Mailed check,94.77,6220.04,No
CUST-0319,Male,0,Yes,No,29,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),107.56,2856.43,Yes
CUST-0320,Female,0,No,No,19,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,53.45,1052.12,No
CUST-0321,Female,0,No,No,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.15,7329.24,Yes
CUST-0322,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),81.73,3502.54,Yes
CUST-0323,Female,0,Yes,No,45,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No internet service,Two year,No,Electronic check,96.77,4015.04,Yes
CUST-0324,Female,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.98,1348.7,No
CUST-0325,Female,0,Yes,No,3,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,38.56,114.37,Yes
CUST-0326,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),25.14,252.09,Yes
CUST-0327,Male,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.63,4846.43,Yes
CUST-0328,Male,0,Yes,Yes,46,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.11,2913.8,Yes
CUST-0329,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.22,2820.07,Yes
CUST-0330,Female,0,No,Yes,57,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,65.68,3842.56,Yes
CUST-0331,Male,0,Yes,Yes,18,No,Yes,No,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),49.22,896.05,No
CUST-0332,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,46.5,2197.65,No
CUST-0333,Female,0,No,No,48,Yes,No,No,No,No internet service,No internet service,No,Yes,No,One year,Yes,Electronic check,91.05,4184.62,No
CUST-0334,Male,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),45.68,3010.58,No
CUST-0335,Female,0,Yes,Yes,8,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.47,734.84,Yes
CUST-0336,Female,0,Yes,No,22,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,56.4,1162.19,No
CUST-0337,Male,1,No,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.09,514.5,Yes
